comment,sentiment
hi love vid little research would appreciated especially last part aerofoil aerofoil actually sail look sailboat pls missed lot point also attributed loss efficiency cause arent cause loss efficiency want go detail ask look thing btw youtube algorithm video need minute love vid hope given constructive feedback stef belgium sailor,Positive
keep great work mank end year,Positive
wind power future shipping long shot,Neutral
cracking vid ryan,Neutral
really enjoy content fascinating,Positive
keep great work content amazing,Positive
conservative designapproach seems wait watch others try successful copy,Positive
say wind energy low hanging fruit right beneath boat strong wave much dense energy per square meter real low hanging fruit wave energy,Positive
face reason world stopped using wind propulsion sea state doldrums slow speed hurricane avoidance name cant designbuild sailing ship cant make one capability modernday dieselfueled nuclear ship significant displacement sure build light yes point see restricted low deadweight capacity mean world trade shipping company would taking big hit industry know happens world happens question physic support idea wind propulsion maintains capability modern ship doubt physic today allows u build sailing ship maintain steady knot across ocean unless hybrid nevertheless give shot come money money win,Positive
great channel,Positive
ان فديوهاتك والمعلومات مفيده جدا شكرا لك على مجهودك,Neutral
sailing ship lot torsional stress there twisting moment frame mast attached modern ship sufficient torsional strength likely require extensive redesign versus whats built today possibly including hull shape change diagonal stringer,Positive
drydock sail ship would exit port tug boat picked drydock sailsbe delivered tug boat new port drydock would stay ocean resupplied tender,Neutral
ship use kite long time,Neutral
hi dont gat clue fot,Neutral
kite,Neutral
comparing video modern reaction content would sin collective human intellect,Negative
ever happened calypso ii wind power system,Neutral
reason sailing yacht one mast usually two sail reducing crew size getting best windward efficiency mainly necessary due sailboat race conducted often upwinddownwind nature upwind tall two sail rig champ downwind also champ due able fly large downwind sail raidstyle racing introduced two masted boat started appearing well raid racing often across wind btw smallest working four masterd schooner little long built sven yrvind mast cantilever dont extend far deck sail halyard sheet line reefing point well sail area quickly reduced dropping one four sail look complicated really quite simple,Positive
