comment,sentiment
"Its an interesting mathematical symmetry the best that can be done with auxiliary wind powered cargo vessels is about a 10% reduction in fuel consumption, but with a competitive purely wind powered vessel you would need ten times more vessels.  Things don't always scale linearly.  Surface area of a sail is what generates lift/thrust.  the volume, mass, and surface area of hull is what generates both drag and revenue.  That square is not easy to circle.

What few people realize - people who are not sailors - is that being able to quickly reduce you 'sailing' capacity is crucial for success because the worlds oceans are full of huge storms that travel much faster than even if you and if you miss the worst burnt of these storms, they can still destroy you 'sailing' equipment, maybe even your vessel.  Not good.

Even during the day of the 'windjammmers' the largest, and last, of the pure wind powered cargo vessels the could only economically carry bulk cargoes over long enough distances that other ships were uneconomical:  cotton from Australia, lumber, coal. petroleum oil & etc.

The ultimate problem is a cube-square law problem driving an energy density problem.  Past a certain - a very small size by contemporary standards - vessels cannot be powered purely by wind and keep up.  

Its an interesting mathematical symmetry the best that can be done with auxiliary wind powered cargo vessels is about a 10% reduction in fuel consumption, but with a competitive purely wind powered vessel you would need ten times more vessels.",Positive
"What about A Stirling engine, like the swedes are using on subs to make them silent?",Positive
"The reason for the transition is wrong.
It took very long until steam cargo ships where even getting close to the speed of sailing boats.
The great clippers hit averages up to 20 Knots, while steam boats where lucky to make 5 over a full journey.
The downfall of sailing ships was the panama canal, since sailing ships couldn't use it, and that you can drive a steam boat with a retarded capitan and a low skill crew, to get a sailing boat to speed you need good captains and crews, which is expensive and also takes up a lot of space.
So they decided to rather wait a bit longer on their shipments and pay less.",Positive
How about flexible solar sails?,Positive
"Nuclear energy? It has already been used for military applications, why not for commercial?",Positive
Lmao “sorry to all the flat earthers out there” yup your world literally wouldn’t even function as it does if what you believe is true.,Positive
"Could the premise of the Alcubierre Warp Drive potentially be used on boats? Treating water as space, and using the expansion and contraction process as a form of propulsion? Obviously we wouldn't need gravity to do this, just temperature differences.",Neutral
"this channels gonna get big, i bet.",Neutral
"Fuck biofuels. Biofuels are horrible for the environment. What we need is battery power, or perhaps nuclear (though I don't personally like the idea of using nuclear, since we can easily fill all our energy needs with the sun and it might be better to save nuclear fuels for the far future, like for interstellar flights or something), or maybe even hydrogen fuel cells.
I think batteries augmented by wind and onboard solar panels, perhaps built into the aerofoils, should work well. But I'm not an engineer and can't do the math myself.",Positive
"I love the idea of a return to the age of sail! But then my favorite era of ships are the weird transition period sailing vessels with steam auxiliaries. Particularly sidewheelers.

One day it will be nuclear fusion powering ships, but I would like to see a return to sails until then",Positive
"If you add a little windmill at the top of a boat and another under the boat for the propeller, then when you go faster the windmill will turn faster thus powering the boat. If you need more power just fill the boat with as many batteries as you need. Most scientists don’t know this simple yet effective method.",Positive
"It’s worthwhile to make these incremental gains, every bit helps. The trucking industry added panels underneath trailers to increase efficiency. It’s going to take many many small efforts to win a war against humanities excessive consumption",Positive
I suspect the motor is here to stay. Probably need a different fuel. I'm an engineer without a crystal ball. Just reasonable judgement.,Negative
How about getting a massive electric drone to pull the ship with onboard energy generation.,Positive
"These systems would not be practical on most ships, the exception being RORO'S and Livestock Carriers where the top deck typically is not utilized and it would not interfere with material handling.",Positive
Lol ALL navigation is done on a simulated flat earth.,Positive
Hydrogen powered electric will be the future,Neutral
Wind power is the past of shipping.,Neutral
"As a kid, was selling used items on our front lawn, I almost invented eBay. used to play with electric slot car racing tracks, was this close to becoming the next Tesla before Nikola Tesla was even born. I once looked out the window, it was just a matter of time before I created... 4ntaTb Aanbwe",Positive
